PAYEE_ID,STANDARD_NAME,LAST_CHARGE_DATE,CHARGE_CT,TOTAL_AMOUNT,PERCENT_REIMBURSE,DISPUTE,CANCEL,REVIEW
P21119-392,ROCKY'S PIZZERIA,05-01-2024,4,-83.58,,,,
P21119-408,MISERICORDIA U,09-02-2023,1,-29.99,,,,
P21119-537,Pret A,01-14-2025,3,-83.94,,,,
P21119-596,Adobe Systems,10-04-2025,21,-1278.81,,,,
P21119-143,San Francisco,03-11-2025,25,-343.57,,,,
P21119-208,Mcdonald Fxxx,08-12-2025,1,2.17,,,,
P21119-264,"Phone.com, Inc",03-03-2025,9,-219.09,,,,
P21119-337,D'Agostino's,03-05-2023,1,-39.60,,,,
P21119-396,ROXOBI.COM,03-03-2025,5,-22.00,,,,
P21119-412,Mission Hospital,07-06-2025,1,-6.96,,,,
P21119-641,AplPay LEO'S,02-11-2025,1,-7.64,,,,
P21119-32,CENTRAL LOAN,10-06-2025,32,-77750.40,,,,
P21119-91,CBG JANOVIC,03-14-2023,3,-182.77,,,,
P21119-151,TST* TGB,07-18-2025,2,-240.21,,,,
P21119-321,PEACOCK*CA6B0 PREMIUNEW,12-04-2023,1,-5.99,,,,
P21119-380,TEEPUBLIC,08-15-2024,1,-92.00,,,,
P21119-584,CONDE NAST,06-16-2025,3,-64.98,,,,
P21119-657,CR ADJ,08-08-2024,3,168.49,,,,
P21119-778,PUREHEALTHRESEARCH PXXX-XXX9836,08-09-2024,1,-121.50,,,,
P21119-99,"CURSOR, AI",10-16-2025,10,-210.68,,,,
P21119-159,LinkedIn,10-10-2025,32,-1044.80,,,,
P21119-200,Roku,09-12-2023,7,-6.93,,,,
P21119-329,PEACOCK*B6129 PREMIUNEW,06-04-2024,1,-5.99,,,,
P21119-388,Century Theaters,09-08-2025,1,-11.14,,,,
P21119-404,Milano,08-18-2024,1,-25.07,,,,
P21119-533,Newegg,06-13-2025,1,-422.44,,,,
P21119-592,2ND KITCHENS,01-01-2024,1,-20.38,,,,
P21119-706,ACTBLUE* STOP.TRUMP,10-24-2024,1,-30.00,,,,
P21119-272,PARK LAUNDROMAT,06-17-2025,3,-72.77,,,,
P21119-649,I-PASS,04-17-2024,1,-10.00,,,,
P21119-714,BEL FIORE,06-02-2023,1,-200.84,,,,
P21119-770,PRMS ARLINGTON,08-04-2023,1,-2889.00,,,,
P21119-149,TST*STELLAS PIZZA,01-19-2025,1,-16.08,,,,
P21119-270,FAMOUS ORIGINAL,11-26-2024,1,-18.21,,,,
P21119-418,TOTALADBLOCK,04-06-2023,3,-50.94,,,,
P21119-582,Cohen's Fashion,08-23-2023,1,-175.00,,,,
P21119-776,NISHI CLEANERS,07-01-2025,3,-236.80,,,,
P21119-38,eBay,07-22-2025,27,-9194.89,,,,
P21119-206,MAILSPRING PRO,12-30-2024,1,-85.00,,,,
P21119-262,FEDEXXXXXXXXX5239 -,05-26-2025,1,-34.73,,,,
P21119-531,Sunoco,05-17-2025,6,-130.35,,,,
P21119-590,575 1ST,02-29-2024,6,-224.00,,,,
P21119-704,Adj Fin,03-29-2025,3,40.72,,,,
P21119-141,PEACOCK*6F21F PREMIUNEW,07-04-2024,1,-5.99,,,,
P21119-335,San Marcos,12-31-2023,1,-68.25,,,,
P21119-394,Royal,10-22-2024,1,-17.30,,,,
P21119-410,Sea Breeze,03-03-2024,1,-25.46,,,,
P21119-539,Coursera,04-19-2024,15,-1185.00,,,,
P21119-598,PwP zubbpay.com,01-03-2024,12,-337.07,,,,
P21119-647,HUNTERS POINT,03-26-2023,1,-20.00,,,,
P21119-712,JPMorgan Chase,10-26-2023,5,-2.60,,,,
P21119-30,Microsoft,10-14-2025,237,-21088.26,,,,
P21119-97,Petopia,03-16-2023,1,-63.14,,,,
P21119-157,TST* WILBERS,05-23-2024,1,-28.50,,,,
P21119-278,PAY* HOMEADVISOR-DEC27,12-27-2024,1,-29.99,,,,
P21119-327,PEACOCK*D1391 PREMIUNEW,04-04-2023,1,-4.99,,,,
P21119-386,ECO HIGHLINE,10-09-2025,1,-30.50,,,,
P21119-402,SP AMERIDROID,03-13-2025,1,-124.40,,,,
P21119-655,Cracker Barrel,09-18-2025,1,-67.69,,,,
P21119-34,Midtownconveniencestnew York,08-12-2025,1,21.00,,,,
P21119-202,Marriott,03-17-2023,3,-1277.53,,,,
P21119-406,Tu Transunion,01-09-2025,3,97.83,,,,
P21119-659,RDU WRAL5,07-09-2025,1,-30.59,,,,
P21119-700,BUNDLEHUNT.COM LARGO,10-15-2024,1,-43.99,,,,
P21119-145,TST* VESUVIO,03-10-2024,1,-27.50,,,,
P21119-339,Piggly Wiggly,01-12-2025,1,-66.25,,,,
P21119-398,PEACOCK*2B917 PREMIUNEW,05-04-2023,1,-4.99,,,,
P21119-414,MONTVALE AUTO,05-10-2023,1,-14.00,,,,
P21119-716,IKEA,08-15-2023,2,-412.63,,,,
P21119-772,CLOUD ZNVGGN,02-01-2024,1,-0.05,,,,
P21119-93,CARVE UNIQUE,01-24-2024,1,-4.30,,,,
P21119-153,TST* Tomasinos,08-31-2023,1,-49.65,,,,
P21119-274,PATH TAPPPAYGO,08-28-2025,2,0.00,,,,
P21119-323,PEACOCK*AB6C6 PREMIUNEW,01-04-2024,1,-5.99,,,,
P21119-382,Travel Guard,06-13-2025,2,-173.79,,,,
P21119-586,P.F. Chang's,06-29-2023,1,-128.66,,,,
P21119-651,Joe's Pizza,08-26-2025,1,-8.45,,,,
P21119-266,FASTCO MEMBERSHIPS,11-21-2024,2,-25.98,,,,
P21119-331,DB ADJ,07-16-2024,1,-556.13,,,,
P21119-390,CHASE CREDIT,05-06-2024,1,-6175.53,,,,
P21119-535,HAWA CHELSEA,09-16-2025,36,-546.79,,,,
P21119-594,7-Eleven,06-15-2025,1,-11.26,,,,
P21119-643,Jetblue Airways,05-09-2023,2,246.00,,,,
P21119-708,Junior's,08-06-2025,1,-28.50,,,,
P21119-209,MAHANT SMOKE,03-16-2023,1,-14.99,,,,
P21119-265,Fine Fare,11-30-2024,4,-250.38,,,,
P21119-330,Sheetz,07-09-2025,15,-333.12,,,,
P21119-397,Exxonmobil New,08-12-2025,1,66.55,,,,
P21119-413,PADDLE.NET* ETRESOFTASTORIA,10-31-2023,1,-19.59,,,,
P21119-534,NINETY PARK,08-18-2024,1,-11.00,,,,
P21119-642,Ideal Market,08-04-2024,1,-197.91,,,,
P21119-33,TOWNAND COUNTRY,10-04-2025,7,-697.50,,,,
P21119-92,AplPay OMNY,03-27-2025,1,-11.00,,,,
P21119-152,Mountain View,08-19-2023,1,-250.00,,,,
P21119-322,Dollar General,11-10-2024,1,-49.53,,,,
P21119-381,SHANNON AIRPORT,08-13-2025,1,-138.27,,,,
P21119-585,COCO CAFE,03-06-2025,1,-2.99,,,,
P21119-650,IDEAL FLOW,06-12-2023,1,-315.74,,,,
P21119-779,NOTARIZE DBA,08-21-2025,1,-30.00,,,,
P21119-201,TRUSTLIFESTYLESHOP CPACIFIC,06-17-2024,2,-78.52,,,,
P21119-389,CFS FLOWERS,02-02-2024,1,-46.90,,,,
P21119-405,Monopoly,03-12-2025,2,-5.98,,,,
P21119-593,Wawa,05-19-2025,3,-32.48,,,,
P21119-658,Quiznos,05-10-2023,2,-26.52,,,,
P21119-707,ADAM'S MARKETPLACE,10-13-2024,1,-10.19,,,,
P21119-144,MOONLIGHT CONVENIENCE,08-24-2023,3,-40.28,,,,
P21119-273,Entrepreneur,09-17-2025,1,-199.97,,,,
P21119-338,"Pillpack, LLC",03-28-2025,25,-1258.35,,,,
P21119-715,UNITEDXXXXXXXXXXXXXXX -,09-29-2025,2,-270.88,,,,
P21119-771,CLOUD K4xZK4,08-21-2025,1,-0.04,,,,
P21119-148,MOTLEY FOOL,11-14-2024,5,-6578.13,,,,
P21119-277,Past Due,06-05-2025,2,0.00,,,,
P21119-581,CODEIUM.COM MOUNTAIN,03-25-2025,2,-32.66,,,,
P21119-719,B H,07-06-2023,1,1838.90,,,,
P21119-775,PwP HOUZZ,07-10-2023,5,-538.95,,,,
P21119-205,Parallels,05-31-2025,2,-130.62,,,,
P21119-261,THE SMILIST,03-13-2025,1,-9816.00,,,,
P21119-393,Google Apps,02-14-2025,1,-14.99,,,,
P21119-409,Seattle Cafe,08-12-2025,2,0.00,,,,
P21119-530,NikePOS_US,09-22-2025,2,-228.88,,,,
P21119-597,SUPERPOWER CHATGPT,10-14-2025,13,-195.00,,,,
P21119-140,PEACOCK*85AD0 PREMIUNEW,08-04-2024,1,-5.99,,,,
P21119-269,PHONE.COM XXXX9569,07-03-2023,1,-23.41,,,,
P21119-334,DAVIS EYE,08-14-2025,1,-150.00,,,,
P21119-417,GARBER HARDWARE,06-12-2025,7,-178.85,,,,
P21119-538,Popeye's,03-31-2023,3,-48.97,,,,
P21119-646,AplPay DARLING,06-15-2025,1,-15.35,,,,
P21119-711,Journeys,04-06-2025,3,-313.56,,,,
P21119-37,ROCKETLAW XXX-X57-15SAN,05-14-2025,31,-1940.56,,,,
P21119-96,AplPay TST*,07-20-2025,11,-567.51,,,,
P21119-156,MORTON WILLIAMS,04-05-2023,1,-134.22,,,,
P21119-326,DOF PROPERTY,11-05-2023,1,-5915.01,,,,
P21119-385,Ebay O,09-10-2024,2,1761.47,,,,
P21119-401,SNIFFIES -,07-31-2025,1,-14.99,,,,
P21119-589,2Checkout,06-15-2025,6,-567.77,,,,
P21119-654,RDU BURGERFI,07-09-2025,2,-124.75,,,,
P21119-703,Adams Market,08-28-2025,3,-87.60,,,,
P21119-35,Trader Joe's,09-11-2025,7,-1423.25,,,,
P21119-94,Microsatacables Goriacton,07-12-2025,1,83.25,,,,
P21119-154,TST*SULLIVAN STREET,05-04-2025,1,-48.13,,,,
P21119-203,PADDLE.NET* SETAPP,01-31-2025,2,-293.70,,,,
P21119-324,PEACOCK*7110A PREMIUNEW,10-04-2024,1,-7.99,,,,
P21119-407,CCBill.com,07-28-2025,2,-139.90,,,,
P21119-701,Costco,06-20-2025,1,-17.65,,,,
P21119-146,Delta Air,08-02-2024,3,769.27,,,,
P21119-399,Route 1,10-21-2025,1,-17.60,,,,
P21119-415,MISSION GIFT,07-04-2025,1,-7.22,,,,
P21119-644,AplPay Corner,05-19-2025,2,-11.46,,,,
P21119-717,B&H Photo,09-15-2023,2,-1871.55,,,,
P21119-773,CLOUD T3VF69,11-01-2024,1,-0.05,,,,
P21119-275,AplPay NJT,06-05-2025,3,-7.65,,,,
P21119-383,Charlotte Cafe,02-25-2024,1,-9.55,,,,
P21119-587,WANZHAOPLTS CH,07-15-2025,1,-113.92,,,,
P21119-652,STILES FARMERS,03-03-2024,1,-22.33,,,,
P21119-267,SP WOOJERSTORE,10-22-2023,2,0.00,,,,
P21119-332,DASH-INSTYLE.COM NY,05-14-2023,1,-9.87,,,,
P21119-391,SAMS MEMBERSHIP,08-28-2023,1,-110.00,,,,
P21119-536,NYTimes,10-05-2025,34,-364.41,,,,
P21119-595,245 E,04-04-2023,1,-16.00,,,,
P21119-709,Bed Bath,07-01-2023,2,-341.48,,,,
P21119-142,DEPOSITED ITEM,09-12-2023,1,-642.43,,,,
P21119-336,Dd Br,08-12-2025,1,14.24,,,,
P21119-395,SOLIDGATE LLC*SG*WISDOVER,04-06-2024,3,-135.47,,,,
P21119-411,MILLERS PHARMACY,08-28-2023,3,-435.99,,,,
P21119-599,Houzz Inc,05-13-2023,1,-264.57,,,,
P21119-640,Stewart's Shops,06-29-2025,2,-37.42,,,,
P21119-713,IGA,09-19-2025,2,-25.29,,,,
P21119-31,PayPal,10-17-2025,24,-997.69,,,,
P21119-90,AplPay NYU,10-07-2025,1,-8.98,,,,
P21119-150,Department Foreigdublin,02-04-2025,1,118.88,,,,
P21119-279,PAY* HOMEADVISOR-FEBINDIANAPOLIS,02-08-2025,1,-29.99,,,,
P21119-320,Chick-Fil-A,03-23-2025,3,-66.27,,,,
P21119-387,Translite LLC,02-08-2024,1,-210.00,,,,
P21119-403,CBI*EASEUS XXX-XXX-9570,08-11-2025,6,-357.86,,,,
P21119-656,RAINBOW STATION,10-12-2025,3,-192.57,,,,
P21119-39,Sam's Club,10-05-2025,114,-17002.66,,,,
P21119-98,UNITED,08-13-2025,11,-3081.55,,,,
P21119-158,Denver Airport,05-10-2023,1,-20.97,,,,
P21119-207,Papa John's,02-11-2025,1,-20.68,,,,
P21119-263,Target Xx,08-12-2025,2,122.59,,,,
P21119-328,Smarte Carte,07-30-2025,1,-6.00,,,,
P21119-532,PYN*10GTEK STORE,07-11-2025,1,-117.48,,,,
P21119-591,Wegman's,06-08-2025,5,-606.78,,,,
P21119-705,ACTBLUE* P.TURNOUT,07-12-2024,1,-15.00,,,,
P21119-271,PHONE.COM XXXX9479,06-03-2024,1,-23.88,,,,
P21119-419,United Airlines,07-28-2025,24,-3384.17,,,,
P21119-583,CMED MYSS*,03-13-2025,2,-3598.00,,,,
P21119-648,Ifixit,10-15-2024,1,-108.80,,,,
P21119-777,PwP EVERY,07-28-2023,2,-201.00,,,,
P21119-68,Citibik Rides,08-28-2025,1,3.75,,,,
P21119-104,Peet's Coffee,08-14-2023,1,-9.59,,,,
P21119-128,PEACOCK*46E76 PREMIUNEW,09-04-2024,1,-7.99,,,,
P21119-292,CTLP*Division of,07-06-2025,4,-9.45,,,,
P21119-561,Lighting,05-21-2025,1,-459.60,,,,
P21119-830,AplPay RELATE,09-26-2025,1,-1.64,,,,
P21119-349,TST* BEYU-AIRPORT,05-26-2024,2,-26.44,,,,
P21119-448,Hilton Statement,10-04-2025,1,6.53,,,,
P21119-577,Your Cash,10-03-2025,16,374.13,,,,
P21119-618,NYU TISCH,07-12-2024,5,-121.15,,,,
P21119-60,Citizens Icon,03-06-2023,1,-68.00,,,,
P21119-120,CHELSEA GOURMET,04-16-2023,3,-61.10,,,,
P21119-357,Tst Junior,08-12-2025,1,28.50,,,,
P21119-626,BT*PUREHEALTH RESEARMANASSAS,11-08-2023,1,-219.50,,,,
P21119-685,652 FLIGHT,05-10-2023,1,-24.43,,,,
P21119-76,City Fresh,08-16-2025,1,-14.89,,,,
P21119-112,MICROSATACABLES/GORIACTON MA,07-11-2025,1,-83.25,,,,
P21119-341,NAYAX VENDING,04-21-2024,1,-3.00,,,,
P21119-365,Rocco's Pizza,10-10-2025,1,-64.60,,,,
P21119-440,Bojangles,09-18-2025,3,-25.01,,,,
P21119-569,Youtube,02-16-2025,12,-59.88,,,,
P21119-610,Amex Airline,07-17-2025,8,460.96,,,,
P21119-634,ICON PARKING,03-05-2023,1,-44.20,,,,
P21119-838,Midtown Convenience,07-30-2025,1,-21.00,,,,
P21119-116,PERPLEXITY* PROSHOP,12-01-2024,1,-435.49,,,,
P21119-345,Naser Food,08-12-2025,2,0.00,,,,
P21119-369,Riverside Gourmet,06-23-2024,1,-16.96,,,,
P21119-444,Amazon Music,05-02-2025,20,-114.80,,,,
P21119-573,LawDepot.com,09-29-2025,24,-840.00,,,,
P21119-614,WWW.PERPLEXITY.AI SAN,06-11-2024,2,-6.00,,,,
P21119-638,Johnson Fit,11-03-2024,2,0.00,,,,
P21119-64,PEACOCK NEW,10-16-2025,14,-165.86,,,,
P21119-100,"TN TH,",09-24-2025,32,-397.91,,,,
P21119-124,PEACOCK*4486A PREMIUNEW,09-04-2023,1,-5.99,,,,
P21119-689,LGA C,07-27-2024,2,-40.97,,,,
P21119-72,CITIBIK*2 RIDES,08-03-2025,1,-3.75,,,,
P21119-108,Uncle Jack's,03-05-2023,1,-191.62,,,,
P21119-296,Metro,12-24-2023,2,-318.00,,,,
P21119-361,Rite Aid,08-31-2023,4,-154.85,,,,
P21119-565,Home Depot,10-07-2025,43,-4357.61,,,,
P21119-630,WWW.UI.COM NEW,01-13-2025,8,-3871.94,,,,
P21119-834,Shake Shack,06-25-2025,3,-73.58,,,,
P21119-353,Grand Nyc,08-12-2025,2,0.00,,,,
P21119-622,NYU PHYSICIAN,02-16-2023,1,-7.62,,,,
P21119-681,603 GOURMET,04-29-2024,1,-18.18,,,,
P21119-62,Grossman,10-07-2025,3,-160.00,,,,
P21119-122,Geico,10-13-2025,35,-14384.31,,,,
P21119-351,TST* CANTINA,01-01-2024,1,-17.59,,,,
P21119-579,OTTO BINS.NYC,12-17-2024,2,-280.55,,,,
P21119-620,BT*TEMU.COM BOSTON,07-08-2024,7,-138.65,,,,
P21119-687,ATRIUM PARK,03-14-2023,1,-71.00,,,,
P21119-70,RETURNED CHECK/DECLIANK,10-20-2023,1,-600.00,,,,
P21119-294,LUCKOW CAF?,06-09-2023,1,-5.86,,,,
P21119-343,Fsp Enchantment,02-09-2025,1,15.00,,,,
P21119-367,Speedway,12-30-2023,2,-45.27,,,,
P21119-442,WESTSIDE MARKET-,09-26-2025,5,-345.92,,,,
P21119-612,Nys Department,12-10-2024,1,-180.50,,,,
P21119-636,STICKLEY FURNITURE,10-20-2025,2,-17490.16,,,,
P21119-78,Fix-It Shop,05-16-2023,1,-124.87,,,,
P21119-114,Phone,10-03-2025,7,-181.00,,,,
P21119-571,Library Lounge,05-17-2025,1,-27.00,,,,
P21119-106,PERRY STREET,08-02-2023,1,-89.48,,,,
P21119-359,TST* Finns,09-12-2023,1,-28.26,,,,
P21119-563,YOUTUBE MEMBER,08-13-2025,25,-320.89,,,,
P21119-628,JFK PREBOOK,05-21-2024,1,-160.00,,,,
P21119-832,ENOM.COM -,09-05-2025,1,-200.00,,,,
P21119-290,Town and,10-03-2025,4,-698.00,,,,
P21119-363,Spectrum Mobile,10-04-2025,1,-126.52,,,,
P21119-567,Audi,10-10-2025,5,-18388.39,,,,
P21119-632,HYPNOTIC SMOKE,10-15-2023,1,-15.98,,,,
P21119-836,Service Works,07-30-2025,1,-2.20,,,,
P21119-118,"REPLIT, INC.",09-27-2025,6,-158.88,,,,
P21119-575,CNP WHISKY,08-04-2024,1,-44.53,,,,
P21119-683,4036 BLUESTONE,05-22-2024,1,-61.00,,,,
P21119-66,GrubHub Seamless,08-18-2023,2,-84.74,,,,
P21119-102,Curb,07-28-2025,4,-67.90,,,,
P21119-126,Ticketmaster,08-18-2025,4,-5905.90,,,,
P21119-355,TST* HC,04-22-2025,1,-199.77,,,,
P21119-624,WWW.DOWNLOADHELPER.NSAINT GERVAIS,07-07-2024,1,-28.50,,,,
P21119-74,CLAUDE.AI SUBSCRIPTIPASADENA,02-28-2025,1,-21.78,,,,
P21119-110,Petco,04-23-2023,1,-78.87,,,,
P21119-298,Lumens Com,06-08-2023,2,1052.26,,,,
P21119-347,NATL JEWISH,08-08-2023,1,-140.00,,,,
P21119-446,Apple.com Bill,06-25-2025,10,365.21,,,,
P21119-616,NYU KIMMEL,07-12-2024,2,-17.98,,,,
P21119-117,PEACOCK*3FB34 PREMIUNEW,03-04-2024,1,-5.99,,,,
P21119-346,UEC THEATRE,09-19-2025,1,-8.00,,,,
P21119-445,AplPay ALLENDALE,06-19-2025,1,-13.50,,,,
P21119-615,BT*REPLACEMENTLAPTOPFOOTHILL RANCH,08-18-2024,1,-15.78,,,,
P21119-639,I Park,01-27-2025,2,-55.00,,,,
P21119-65,Food Emporium,05-18-2025,2,-218.84,,,,
P21119-101,METROPOLITAN PLANT,02-25-2024,1,-11.07,,,,
P21119-125,CHELSEA PANTRY,05-12-2025,1,-56.06,,,,
P21119-354,Lyft Citi,05-05-2023,1,151.12,,,,
P21119-73,GROOME TRANSPORTATIOCOTTONWOOD,01-27-2025,1,-92.00,,,,
P21119-109,Micro Center,12-31-2024,1,-3230.00,,,,
P21119-297,AplPay TEMU.COM,12-15-2024,1,-59.88,,,,
P21119-362,THERANEST CLIENTPORTATLANTA,09-25-2025,6,-39.18,,,,
P21119-566,GOODSYNC FAIRFAX,07-15-2025,2,-49.85,,,,
P21119-631,AplPay HA,06-25-2025,4,-80.06,,,,
P21119-835,PHR*THEVALLEYHOSPITARIDGEWOOD NJ,06-09-2023,1,-895.00,,,,
P21119-574,POE.COM MOUNTAIN,08-02-2025,26,-519.74,,,,
P21119-623,Www Ui.com,02-04-2025,2,826.39,,,,
P21119-682,BRILLIANT.ORG -,01-01-2025,1,-129.50,,,,
P21119-61,For Amex,08-08-2024,2,531.73,,,,
P21119-121,CS ADDTL,10-01-2025,19,-206.72,,,,
P21119-350,GOTHAM NEWS,12-26-2023,1,-19.79,,,,
P21119-578,COFFEE PRO,06-18-2025,2,-30.44,,,,
P21119-627,WWW.DOWNLOADHELPER.NET,07-22-2024,1,-18.00,,,,
P21119-686,BREEZE AIRWAVCTZ8H,04-09-2024,1,-813.99,,,,
P21119-77,Citi Cards{Citi®,09-07-2025,1,0.00,,,,
P21119-113,PEACOCK*X8682 PREMIUNEW,06-04-2023,1,-4.99,,,,
P21119-342,Netflix,10-20-2025,53,-1274.85,,,,
P21119-366,Clear New,06-04-2024,2,368.00,,,,
P21119-441,READWISE RALEIGH,01-13-2025,10,-89.90,,,,
P21119-611,ANGI NEW,02-08-2024,1,-29.99,,,,
P21119-635,JetBlue,05-22-2024,10,-841.60,,,,
P21119-839,TOWNEPLACE SUITES,05-24-2024,1,-655.55,,,,
P21119-449,READYREFRESH/WATERSERV,01-19-2025,11,-851.63,,,,
P21119-570,LIBERTY BEER,09-08-2025,3,-57.80,,,,
P21119-619,WWW.CHATPDF.COM BERLIN,08-13-2023,2,-10.00,,,,
P21119-69,Citymd,04-19-2025,1,-60.00,,,,
P21119-105,CURB SERVICE,08-05-2025,1,-23.94,,,,
P21119-129,CHELSEA HARDWARE,01-23-2025,1,-3.26,,,,
P21119-293,AplPay SP,07-29-2023,2,-582.37,,,,
P21119-358,GOV*NJ Turnpike,02-16-2023,1,-2.65,,,,
P21119-562,GOODRX GOLD,10-16-2025,29,-579.71,,,,
P21119-831,AplPay RAINBOW,08-28-2024,1,-9.99,,,,
P21119-291,AplPay SUBSTACK.COM,06-28-2023,1,-50.00,,,,
P21119-560,Taco Bell,06-09-2025,1,-32.67,,,,
P21119-633,AplPay JEONG'S,06-23-2025,2,-21.84,,,,
P21119-837,GREETINGS FROM,05-10-2023,1,-32.63,,,,
P21119-119,TIKTOK SHOP,07-06-2024,3,-340.88,,,,
P21119-348,Lyft Rides,08-28-2025,4,146.75,,,,
P21119-576,OTTER.AI MOUNTAIN,09-26-2025,6,-111.00,,,,
P21119-67,"ROKU, INC",02-22-2025,4,-87.88,,,,
P21119-103,PERFECT NUTRITION,08-02-2024,2,-75.68,,,,
P21119-127,Chelsea Eye,09-18-2024,2,-190.00,,,,
P21119-356,Lyft Ride,08-28-2025,1,11.63,,,,
P21119-625,NYU HOSP,12-14-2024,5,-2000.02,,,,
P21119-684,A 6HR,04-16-2023,1,-86.01,,,,
P21119-75,Returned Online,06-04-2025,1,-708.07,,,,
P21119-111,UNCLE JACKS,03-16-2023,1,-34.25,,,,
P21119-299,Lukoil,03-10-2023,1,-17.03,,,,
P21119-340,CHATPDF LABOE,10-13-2025,26,-130.00,,,,
P21119-364,SPLASHTOP.COM CUPERTINO,03-15-2023,2,-324.46,,,,
P21119-447,HOALEADER.COM ALAMEDA,05-19-2025,4,-426.00,,,,
P21119-568,LINDY SAN,10-04-2025,7,-349.93,,,,
P21119-617,BT*A MEDIUM,10-19-2025,13,-110.00,,,,
P21119-79,TU *TRANSUNION,01-03-2025,23,-657.55,,,,
P21119-115,UNCLE GIUSEPPE'S,10-05-2025,9,-901.54,,,,
P21119-344,FS *MONICA.IM,08-28-2025,3,-867.75,,,,
P21119-368,THERANEST BIRMINGHAM,01-01-2025,2,-77.00,,,,
P21119-572,LILLI AND,06-12-2025,1,-85.85,,,,
P21119-107,Michaels,10-21-2025,2,-39.65,,,,
P21119-629,Stew Leonard's,06-02-2025,11,-1037.20,,,,
P21119-688,Lenscrafters,04-15-2025,1,-466.02,,,,
P21119-833,DRIP HYDRATION,01-29-2024,3,-1063.40,,,,
P21119-71,FOREIGN TRANSACTION,08-04-2025,1,-0.15,,,,
P21119-295,HA HA,09-10-2025,9,-195.27,,,,
P21119-360,Clear Clearme.com,07-10-2025,2,-378.00,,,,
P21119-443,OMNYPYG* XXX-XXX-6669,08-01-2025,1,-2.90,,,,
P21119-564,Audible.com,09-22-2025,33,-483.64,,,,
P21119-613,NYULMC L,07-17-2024,2,-75.00,,,,
P21119-637,X CORP.,10-22-2025,16,-447.43,,,,
P21119-63,RETURN PAYMENT,10-15-2025,5,-117.00,,,,
P21119-123,Repl.it,03-27-2025,6,-150.00,,,,
P21119-352,TST* BILLYS,05-26-2025,2,-43.77,,,,
P21119-621,WWW.SPLASHTOP.COM CUPERTINO,03-13-2025,4,-648.92,,,,
P21119-680,BREEZE AIRWAF2VFVV,02-22-2023,1,-472.00,,,,
P21119-424,AplPay WIRED,11-02-2024,1,-12.00,,,,
P21119-726,Apple Rx,04-26-2025,1,1414.34,,,,
P21119-801,GOLDBERG'S FAMOUS,12-03-2024,1,-20.04,,,,
P21119-212,Medical Center,07-04-2025,1,-15.26,,,,
P21119-669,Ace Hardware,11-10-2024,1,-28.00,,,,
P21119-483,CLOUD 6VRCV5,09-01-2024,1,-0.05,,,,
P21119-677,SULLIVAN STREET,08-02-2023,1,-42.94,,,,
P21119-8,Apple,10-22-2025,581,-21872.26,,,,
P21119-47,"Tesla, Inc",03-22-2025,22,-350.85,,,,
P21119-163,"TN EPCS,",10-07-2025,32,-2264.64,,,,
P21119-432,Readyrefresh Waterserv,03-21-2025,1,32.64,,,,
P21119-661,Ramsey &,10-01-2025,1,-12.42,,,,
P21119-809,Cpi Green,08-28-2025,2,8.25,,,,
P21119-167,AplPay MORTON,07-25-2025,42,-1399.24,,,,
P21119-436,WESTSIDE MARKET,10-11-2025,4,-508.51,,,,
P21119-665,ACADEMIA.EDU/PAYMENTSAN FRANCISCO,09-12-2024,4,-409.00,,,,
P21119-420,AplPay UNCLE,08-25-2025,6,-1097.48,,,,
P21119-487,Neuse Sport,08-01-2024,1,-69.82,,,,
P21119-722,Ombligo Ny,09-21-2023,1,628.02,,,,
P21119-4,Sirius XM,10-09-2025,32,-339.38,,,,
P21119-43,THE ROKU,10-22-2025,33,-935.20,,,,
P21119-428,TODOIST -,08-29-2025,1,-48.00,,,,
P21119-805,Valero,08-15-2023,1,-21.37,,,,
P21119-216,GSUITE_JUSTICC@,06-01-2025,7,-74.14,,,,
P21119-673,NEW WORLD,08-12-2025,3,-15.60,,,,
P21119-214,E-ZPass,06-02-2025,2,-55.00,,,,
P21119-671,ACTBLUE* KAMALA.HARRBOSTON,11-05-2024,1,-47.00,,,,
P21119-41,LITTLE ITALY,10-10-2025,9,-464.56,,,,
P21119-663,RDUAA PUBLIC,05-23-2024,1,-10.50,,,,
P21119-728,Anthem,09-11-2025,3,-648.00,,,,
P21119-49,PBPAYHELP.COM,11-03-2024,21,-628.95,,,,
P21119-165,ENOM.COM KIRKLAND,08-14-2025,16,-3200.00,,,,
P21119-434,Hilton,08-02-2025,3,-276.49,,,,
P21119-2,DOF PARKING,10-07-2025,72,-7590.36,,,,
P21119-426,AplPay VIVINO,04-01-2025,1,-1.00,,,,
P21119-485,Aldi,08-23-2024,3,-538.38,,,,
P21119-679,Hampton Inn,10-03-2025,1,-6.53,,,,
P21119-720,READWISE PITTSBURGH,10-13-2025,7,-65.33,,,,
P21119-803,Verifone,07-10-2025,1,-81.99,,,,
P21119-6,"THERAPYNOTES, LLC",10-10-2025,32,-5364.60,,,,
P21119-489,ISLAND FLOWERS,08-04-2023,1,-79.55,,,,
P21119-724,ANTHROPIC SAN,10-27-2024,2,-21.79,,,,
P21119-807,Cpi Pps,08-12-2025,2,6.85,,,,
P21119-169,SP THE,09-16-2025,2,-5527.98,,,,
P21119-210,SAMS SCAN-N-GO,06-04-2025,26,-6828.89,,,,
P21119-438,INTEREST CHARGE,10-16-2025,83,-22406.54,,,,
